"ID","OUTCOME_ID","NUM","TITLE"
"1977","986","1",".5: Radiopharmaceutical sales"
"1978","986","1",".6: Exploitation of assets"
"1979","987","1","Research - National Flagships, Science and Services"
"1980","987","2","National Research Infrastructure - National Facilities and Collections"
"1981","987","3","Science and Industry Endowment Fund"
"1982","988","1","Regulatory oversight of Safety Cases, Well Operations Management Plans and Environment Plans coupled with effective monitoring, investigation and enforcement."
"1983","989","1","IP Rights Administration and Professional Registration"
"1984","989","2","Education, awareness, and International Engagement"
"1985","989","3","Advice to Government"
"1986","990","3","expenses : Programme Support"
"1987","991","1","Supporting Science and Commercialisation"
"1988","991","2","Growing Business Investment and Improving Business Capability1"
"1989","991","3","Programme Support"
"1990","992","2","expenses : Growing Business Investment and Improving Business Capability"
"1991","992","3",
"1992","993","1","expenses : Supporting Science and Commercialisation"
"1993","998","1","Seafarer and ship safety and environment"
"1994","998","2","Search and rescue"
"1995","999","1","Australian Transport Safety Bureau"
"1996","1000","1","Civil Aviation Safety Authority"
"1997","1001","1","Infrastructure Australia"
"1998","1003","1","National Transport Commission"
"1999","1005","1","expenses - Departmental"
"2000","1005","2","expenses - Administered"
"2001","1006","1","Other Departmental DHOR"
"2002","1006","2","Schools Hospitality"
"2003","1007","1","Parliamentary Services"
"2004","1007","2","Parliament House Works Programme"
"2005","1008","1","Expenses"
"2006","1008","2","Expenses"
"2007","1009","1","Company Operated Hostels"
"2008","1010","1","Equities and Investments"
"2009","1010","2","Indigenous Home Ownership"
"2010","1010","3","Business Development and Assistance"
"2011","1011","1","Assistance in the acquisition and management of an Indigenous land base"
"2012","1012","1","Expenses"
"2013","1013","1","Office of the Commonwealth Ombudsman"
"2014","1014","1","Office of the Inspector-General of Intelligence and Security"
"2015","1015","1","Assessment and Reports"
"2016","1015","2","Coordination and Evaluation"
"2017","1016","1","Support the Governor-General"
"2018","1017","1","Jobs, Land and Economy"
"2019","1017","2","Children and Schooling"
"2020","1017","3","Safety and Wellbeing"
"2021","1017","4","Culture and Capability"
"2022","1018","5","Remote Australia Strategies"
"2023","1018","6","Programme Support"
"2024","1019","1","Prime Minister and Cabinet"
"2025","1020","1","Torres Strait Regional Development"
"2026","1021","1","Housing and Homelessness"
"2027","1021","2","Affordable Housing"
"2028","1021","3","Programme Support for Outcome 4"
"2029","1022","1","Disability Mental Health and Carers"
"2030","1022","2","National Disability Insurance Scheme"
"2031","1022","3","Programme Support for Outcome 5"
"2032","1023","1","Family Tax Benefit"
"2033","1023","2","Child Payments"
"2034","1023","3","Income Support for Vulnerable People"
"2035","1023","4","Income Support for People in Special Circumstances"
"2036","1023","5","Supplementary Payments and Support for Income Support Recipients"
"2037","1023","6","Income Support for Seniors"
"2038","1023","7","Allowances and Concessions for Seniors"
"2039","1023","8","Income Support for People with Disability"
"2040","1023","9","Income Support for Carers"
"2041","1023","10","Working Age Payments"
"2042","1023","11","Student Payments"
"2043","1023","12","Programme Support for Outcome 1"
"2044","1024","1","Families and Communities"
"2045","1024","2","Paid Parental Leave"
"2046","1024","3","Social and Community Services"
"2047","1024","4","Support for the Child Care System"
"2048","1024","5","Child Care Benefit"
"2049","1024","6","Child Care Rebate"
"2050","1024","7","Child Care Subsidy"
"2051","1024","8","Programme Support for Outcome 2"
"2052","1025","1","Access and Information"
"2053","1025","2","Home Support"
"2054","1025","3","Home Care"
"2055","1025","4","Residential and Flexible Care"
"2056","1025","5","Workforce and Quality"
"2057","1025","6","Ageing and Service Improvement"
"2058","1025","7","Programme Support for Outcome 3"
"2059","1026","1",
"2060","1027","1","Australian Institute of Family Studies"
"2061","1028","1","Reasonable and necessary care and support for participants"
"2062","1028","2","Community inclusion and capacity development grants"
"2063","1028","3","Agency costs"
"2064","1029","1","Australian Accounting Standards Board"
"2065","1030","1","Australian Bureau of Statistics"
"2066","1031","1","expenses ACCC"
"2067","1031","2","expenses AER"
"2068","1032","1","Australian Competition and Consumer Commission"
"2069","1032","2","Australian Energy Regulator"
"2070","1033","1","Australian Office of Financial Management"
"2071","1034","1","Royal Australian Mint"
"2072","1035","1","Inspector-General of Taxation"
"2073","1036","1","Auditing and Assurance Standards Board"
"2074","1037","22","Targeted Assistance Through the Taxation System"
"2075","1038","1","Australian Taxation Office"
"2076","1038","2","Tax Practitioners Board"
"2077","1038","3","Australian Business Register"
"2078","1038","4","Australian Valuation Office"
"2079","1038","5","Australian Charities and Not-for-profits Commission"
"2080","1038","6","Australian Screen Production Incentive"
"2081","1038","7","Cleaner Fuels Grant Scheme"
"2082","1039","8","Conversation Tillage Refundable Tax Offset"
"2083","1039","9","Exploration Development Incentive"
"2084","1039","10","Fuel Tax Credits Scheme"
"2085","1039","11","National Rental Affordability Scheme"
"2086","1039","12","Product Stewardship for Oil"
"2087","1039","13","Research and Development Tax Incentive"
"2088","1039","14","Seafarer Tax Offset"
"2089","1039","15","Baby Bonus Tax Offsets"
"2090","1039","16","Education Tax Refund"
"2091","1039","17","First Home Saver Accounts"
"2092","1040","18","Low Income Earner Superannuation"
"2093","1040","19","Private Health Insurance Rebate"
"2094","1040","20","Superannuation Co-contribution Scheme"
"2095","1040","21","Superannuation Guarantee Scheme"
"2096","1040","22","Targeted Assistance Through the Taxation"
"2097","1040","23","Interest on Overpayment and Early Payments"
"2098","1040","24","Bad and Doubtful Debts and Remissions"
"2099","1042","1","Australian Securities and Investments Commission"
"2100","1042","2","Banking Act 1959, Life Insurance Act 1995, unclaimed monies and special accounts"
"2101","1043","1","Australian Prudential Regulation Authority"
"2102","1044","7","expenses"
"2103","1045","1","Veterans' Income Support and Allowances"
"2104","1045","2","Veterans' Disability Support"
"2105","1045","3","Assistance to Defence Widow/ers and Dependants"
"2106","1045","4","Assistance and Other Compensation for Veterans and Dependants"
"2107","1045","5","Veterans' Children Education Scheme"
"2108","1046","6","Military Rehabilitation and Compensation Acts Payments - Income Support and Compensation"
"2109","1046","7","Adjustment to the Military Rehabilitation and Compensation Acts Liability Provision - Income Support and Compensation"
"2110","1047","1","General Medical Consultations and Services"
"2111","1047","2","Veterans' Hospital Services"
"2112","1047","3","Veterans' Pharmaceuticals Benefits"
"2113","1048","4","Veterans' Community Care and Support"
"2114","1048","5","Veterans' Counselling and Other Health Services"
"2115","1048","6","Military Rehabilitation and Compensation Acts - Health and Other Care Services"
"2116","1049","7","Adjustment to the Military Rehabilitation and Compensation Acts Liability Provision - Health and Other Care Services"
"2117","1050","1","expenses"
"2118","1051","2","expenses"
"2119","1052","1","War Graves and Commemorations"
"2120","1052","2","Gallipoli-related Activities"
"2121","1053","6","expenses"
"2122","1054","4","expenses"
"2123","1055","3","expenses"
"2124","1056","5","expenses"
"2125","1057","1","Australian War Memorial"
"2126","1058","1","Australian War Memorial (continued)"
"2127","1059","1","National Competition Council"
"2128","1060","1","Services to the Community - Social Security and Welfare"
"2129","1060","2","Services to the Community - Health"
"2130","1060","3","Child Support"
"2131","1061","1","Geoscientific and spatial information services"
"2132","1062","1","Australian Public Service Commission"
"2133","1062","2","Parliamentarians' and Judicial Office Holders Remuneration and Entitlements"
"2134","1063","1","Clean Energy Finance Corporation"
"2135","1064","1","Productivity Commission"
"2136","1065","1","Department of the Treasury"
"2137","1065","2","Payments to International Financial Institutions"
"2138","1065","3","Support for Markets and Business"
"2139","1065","4","General Revenue Assistance"
"2140","1066","5","Assistance to the states for Healthcare Services"
"2141","1066","6","Assistance to the states for Skills and Workforce Development"
"2142","1066","7","Assistance to the states for Disability Services"
"2143","1066","8","Assistance to the states for Affordable Housing"
"2144","1066","9","National Partnership Payments to the states"
"2145","1067","1","Assurance Audit Services"
"2146","1067","2","Performance Audit Services"
"2147","1068","1","Commonwealth Grants Commission"
